Plant_Name,Best_Season,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
Cauliflower,Winter,23.8,Sandy,8.39,1.7,27.12,1.22,17.64,21.92,51.57,10.84,1.04,Black,58.54,23.91
Lettuce,Summer,82.6,Loamy,7.32,0.77,32.64,1.31,79.94,23.75,94.73,23.87,3.39,Gray,44.78,36.63
Avocado,Spring,55.9,Sandy,6.5,3.95,12.97,1.24,33.25,18.04,173.18,18.1,0.51,Brown,44.54,23.97
Beetroot,Spring,98.0,Loamy,7.98,4.47,36.34,1.45,44.15,45.11,101.06,21.25,4.35,Black,53.84,21.48
Rosemary,Spring,35.4,Loamy,6.37,4.19,26.1,1.37,59.29,20.51,194.55,13.92,4.51,Yellow,41.73,31.36
Apple,Winter,53.3,Loamy,5.99,2.6,11.12,1.51,99.53,12.84,108.49,21.98,1.7,Gray,35.9,39.74
Taro,Summer,50.3,Clayey,7.62,2.9,29.3,1.46,28.79,27.53,119.62,21.78,4.94,Brown,53.05,28.25
Tobacco,Winter,20.9,Loamy,7.42,1.59,25.52,1.16,21.74,40.17,170.29,24.25,2.07,Gray,57.3,33.37
Mustard,Winter,48.4,Sandy,8.14,1.28,16.61,1.16,63.55,21.71,197.45,8.89,4.82,Brown,31.37,34.74
Pistachio,Winter,35.9,Loamy,8.39,4.2,32.93,1.55,86.77,34.34,105.74,20.59,4.94,Brown,55.8,45.24
Cashew,Autumn,24.4,Sandy,8.07,4.09,38.01,1.51,68.34,18.69,67.99,26.99,4.15,Red,43.14,44.57
Taro,Autumn,35.4,Loamy,5.68,4.0,19.68,1.33,41.28,37.39,128.46,7.35,0.71,Gray,38.67,20.07
Muskmelon,Autumn,31.0,Loamy,7.49,2.59,24.82,1.17,97.93,35.09,138.76,29.02,2.96,Brown,31.18,32.42
Clove,Summer,76.1,Clayey,7.85,4.39,13.85,1.55,99.55,35.63,193.92,10.19,3.69,Brown,36.17,39.68
Clove,Winter,12.8,Sandy,8.45,4.67,37.89,1.22,79.36,34.07,112.09,28.41,0.48,Black,39.99,45.57
Horse Gram,Winter,65.6,Loamy,6.62,1.98,19.56,1.12,82.22,12.03,63.62,26.7,4.48,Gray,32.12,21.47
Sunflower,Autumn,78.5,Loamy,6.01,1.51,15.84,1.56,78.48,44.96,147.64,24.25,4.27,Black,35.66,38.85
Rubber,Winter,53.3,Sandy,8.06,2.59,24.35,1.5,33.19,31.36,53.17,10.24,4.68,Red,52.11,45.26
Okra,Winter,93.8,Loamy,6.45,1.31,11.3,1.45,23.52,22.21,113.81,10.41,2.62,Red,50.61,27.65
Walnut,Spring,73.7,Silty,7.29,4.48,17.59,1.12,59.89,12.76,111.45,11.48,1.69,Brown,53.1,26.16
Kiwi,Winter,77.3,Clayey,6.67,2.02,12.03,1.36,95.87,40.26,88.22,25.26,2.58,Brown,34.96,34.04
Basil,Spring,27.7,Sandy,6.71,3.09,13.82,1.43,89.05,27.91,194.65,9.69,3.67,Brown,31.29,48.88
Cashew,Winter,80.0,Clayey,7.7,3.18,13.36,1.48,19.62,11.63,110.51,19.52,2.14,Gray,44.06,40.79
Mango,Summer,84.9,Silty,6.58,2.82,36.17,1.34,15.13,46.46,184.21,24.44,1.82,Gray,40.28,32.73
Rye,Autumn,42.5,Silty,7.58,1.2,37.91,1.58,88.64,9.77,127.27,16.52,0.48,Yellow,53.3,20.63
Buckwheat,Spring,29.2,Silty,5.54,4.96,24.24,1.22,65.17,28.59,173.08,26.02,2.29,Brown,46.16,36.7
Soybean,Autumn,44.7,Sandy,6.47,1.28,28.91,1.13,37.39,32.48,117.71,19.05,2.03,Black,57.94,30.46
Groundnut,Spring,76.6,Silty,6.46,3.88,30.88,1.27,60.56,49.95,198.73,19.88,3.35,Yellow,31.84,25.57
Walnut,Spring,47.6,Sandy,7.75,4.06,21.74,1.43,29.95,11.34,146.0,21.92,2.25,Gray,40.91,35.0
Kale,Spring,76.3,Sandy,6.44,1.15,21.11,1.47,95.23,32.61,73.39,26.15,0.12,Gray,42.16,30.24
Chickpea,Summer,20.2,Loamy,7.4,4.7,30.27,1.47,84.45,26.45,50.96,5.12,2.47,Brown,33.78,21.16
Buckwheat,Winter,82.5,Sandy,7.57,2.69,21.3,1.16,96.6,16.57,189.34,14.81,3.89,Black,47.49,41.77
Walnut,Spring,32.8,Silty,7.48,3.33,27.43,1.54,26.84,47.4,153.02,29.07,4.73,Black,31.21,41.98
Dragon Fruit,Summer,32.4,Sandy,7.31,3.39,25.46,1.24,85.93,40.59,65.94,7.47,1.05,Red,51.38,38.56
Kiwi,Spring,63.1,Sandy,6.74,2.77,25.73,1.2,60.43,39.97,161.52,10.84,2.17,Brown,31.12,45.22
Cotton,Winter,16.3,Clayey,6.62,1.14,34.88,1.41,39.25,45.46,84.07,19.27,4.25,Gray,56.2,26.1
Eggplant,Spring,12.4,Silty,7.19,3.88,31.12,1.21,53.17,37.63,171.38,26.45,0.31,Brown,31.95,28.59
Oats,Summer,33.5,Sandy,5.69,3.12,38.82,1.35,94.99,27.8,141.49,7.43,1.81,Brown,43.69,33.76
Quinoa,Winter,58.4,Loamy,8.13,1.03,33.73,1.3,72.23,22.62,68.55,5.1,3.0,Red,34.66,21.81
Bamboo,Summer,91.7,Sandy,7.98,3.65,14.37,1.22,42.39,36.69,60.64,22.18,1.78,Red,33.99,46.51
Sugarcane,Winter,86.2,Sandy,6.54,3.66,32.15,1.25,99.99,32.13,119.92,19.93,2.5,Yellow,51.64,34.72
Date Palm,Winter,54.1,Clayey,7.2,2.97,29.97,1.31,41.12,29.43,190.53,11.78,4.7,Brown,53.23,29.74
Corn,Autumn,13.3,Silty,8.3,0.91,29.38,1.27,83.23,31.51,134.69,28.94,0.22,Gray,52.18,34.34
Fig,Autumn,58.2,Silty,6.31,2.09,24.42,1.29,80.59,34.49,163.87,18.98,0.48,Red,42.12,29.75
Muskmelon,Autumn,73.4,Loamy,7.73,0.73,11.87,1.47,75.06,48.59,120.42,21.59,1.07,Yellow,59.72,28.59
Buckwheat,Winter,40.5,Loamy,5.75,2.65,38.54,1.18,70.25,38.89,107.61,14.47,1.99,Yellow,40.2,33.44
Sweet Potato,Spring,20.0,Loamy,7.07,4.58,35.56,1.41,19.78,12.94,173.33,28.04,2.41,Yellow,37.36,34.46
Black Pepper,Summer,35.1,Sandy,8.15,0.51,24.6,1.44,99.55,26.0,119.51,11.9,0.28,Gray,59.9,33.0
Mustard,Summer,79.4,Sandy,7.16,1.7,14.76,1.5,24.49,35.52,71.23,23.72,4.42,Red,59.32,36.44
Tea,Summer,41.6,Loamy,7.35,4.1,34.73,1.52,63.65,12.9,91.18,7.92,3.82,Black,47.76,43.5
Pineapple,Autumn,83.1,Silty,8.22,0.54,22.92,1.18,32.42,46.97,134.21,18.44,1.41,Gray,36.27,21.72
Almond,Winter,38.8,Silty,7.65,0.55,21.7,1.17,25.19,8.47,110.39,19.44,1.36,Brown,37.15,44.35
Cucumber,Autumn,24.7,Loamy,7.59,3.25,29.96,1.41,60.35,32.49,104.96,9.71,0.23,Black,45.63,26.86
Quinoa,Spring,49.2,Clayey,7.26,4.05,32.76,1.48,85.27,48.92,150.31,13.09,2.06,Gray,53.28,27.56
Watermelon,Winter,50.7,Silty,7.4,3.99,11.89,1.24,43.93,37.75,145.45,9.47,1.35,Red,32.32,37.98
Tobacco,Summer,11.4,Silty,7.91,4.01,33.03,1.36,16.95,35.48,97.1,26.13,3.13,Yellow,50.63,49.27
Papaya,Autumn,20.5,Loamy,8.44,2.12,32.02,1.49,66.14,49.88,103.91,21.43,2.78,Gray,33.09,20.52
Broccoli,Autumn,26.6,Silty,7.89,4.47,27.68,1.48,78.98,40.63,162.81,16.16,4.79,Brown,55.32,40.19
Coconut,Spring,20.2,Sandy,7.62,0.56,20.15,1.43,36.65,48.66,188.19,18.9,4.0,Brown,45.96,40.91
Cabbage,Spring,40.7,Sandy,5.91,1.9,14.94,1.14,72.15,36.45,98.63,13.6,0.5,Brown,59.69,37.21
Pear,Autumn,96.8,Silty,7.95,2.02,13.08,1.13,16.82,34.95,93.78,15.72,3.55,Black,52.59,20.29
Tobacco,Spring,55.8,Sandy,7.71,1.25,10.04,1.29,42.53,39.32,89.79,20.48,0.62,Yellow,44.92,38.19
Barley,Summer,66.5,Clayey,7.81,2.01,16.19,1.11,52.67,13.49,71.23,10.29,1.68,Gray,34.24,23.45
Taro,Spring,42.1,Silty,6.19,3.14,22.34,1.55,80.38,41.26,106.58,8.35,2.82,Black,46.27,22.34
Buckwheat,Spring,39.1,Loamy,8.21,2.84,17.31,1.11,40.43,48.66,127.4,28.61,2.53,Gray,33.43,40.88
Eggplant,Autumn,12.1,Sandy,5.79,1.94,19.27,1.11,50.83,32.52,130.61,10.92,3.5,Red,57.15,41.01
Soybean,Autumn,55.0,Clayey,6.26,3.87,21.71,1.18,66.55,5.56,153.65,17.38,4.07,Red,36.9,46.7
Pomegranate,Winter,53.5,Clayey,7.49,3.72,19.25,1.41,66.17,8.24,57.88,24.04,4.16,Gray,55.96,20.1
Pineapple,Winter,24.2,Sandy,7.52,1.76,31.74,1.37,56.6,15.56,134.21,18.9,0.39,Black,39.12,31.36
Wheat,Autumn,78.8,Clayey,6.44,1.95,24.75,1.43,39.56,27.1,88.25,20.87,3.24,Brown,36.66,20.37
Lettuce,Spring,54.3,Silty,7.6,1.79,10.58,1.55,70.29,23.62,85.87,9.09,4.81,Black,39.13,30.94
Basil,Spring,40.5,Clayey,6.66,1.08,16.8,1.33,85.34,49.06,168.46,14.87,3.8,Black,51.23,34.75
Taro,Winter,23.2,Sandy,5.5,3.89,31.29,1.12,23.84,47.55,73.02,22.26,2.65,Gray,45.76,35.89
Buckwheat,Winter,59.7,Clayey,5.99,0.71,19.03,1.48,40.64,22.67,99.37,10.24,4.99,Black,33.22,30.68
Coffee,Winter,77.8,Sandy,8.15,1.18,37.6,1.51,70.19,40.74,145.65,17.09,0.32,Red,34.11,41.76
Ginger,Summer,35.4,Sandy,6.17,0.97,31.38,1.12,78.02,33.64,146.43,19.73,0.53,Gray,41.36,32.47
Almond,Summer,29.7,Clayey,5.84,4.21,18.7,1.22,80.33,15.94,57.21,24.73,3.86,Gray,40.16,35.51
Coriander,Winter,57.0,Sandy,7.55,0.7,25.49,1.49,68.79,46.9,60.88,10.41,2.79,Gray,55.55,44.0
Coriander,Spring,24.0,Sandy,6.82,3.49,30.02,1.29,53.04,16.68,148.3,29.45,0.71,Black,47.17,25.23
Basil,Winter,70.0,Loamy,7.89,0.7,15.8,1.34,68.12,44.17,192.97,29.19,1.94,Yellow,35.6,29.63
Apple,Summer,64.5,Silty,8.08,4.04,17.39,1.51,22.15,33.69,199.78,5.31,0.42,Brown,30.85,35.64
Broccoli,Spring,17.8,Sandy,8.04,4.61,25.21,1.15,28.7,32.95,198.07,14.2,2.68,Brown,33.07,43.03
Lettuce,Summer,13.3,Silty,6.44,2.69,37.75,1.44,93.48,42.73,102.74,6.7,0.61,Red,51.01,32.76
Bell Pepper,Spring,65.8,Loamy,7.02,4.12,20.32,1.21,93.0,27.24,86.27,12.93,0.13,Gray,55.41,22.18
Grapes,Summer,36.5,Loamy,7.45,3.68,22.06,1.13,75.15,43.4,64.8,20.18,1.68,Brown,53.48,49.66
Asparagus,Spring,17.8,Loamy,6.47,4.08,15.72,1.43,39.43,29.76,98.87,20.22,1.25,Black,53.7,41.24
Beetroot,Spring,78.3,Loamy,5.62,3.95,27.8,1.16,68.4,49.31,91.53,7.42,1.87,Black,37.83,41.68
Lettuce,Spring,38.3,Silty,6.99,1.42,32.2,1.47,71.9,34.7,136.52,21.93,1.82,Black,59.67,33.95
Beetroot,Spring,51.4,Clayey,5.54,2.75,23.22,1.2,56.36,21.83,105.32,26.16,3.19,Red,32.59,36.41
Brussels Sprout,Autumn,31.3,Clayey,8.35,4.82,32.51,1.12,77.37,39.35,84.73,20.78,3.43,Gray,54.63,49.82
Okra,Summer,66.5,Silty,7.89,2.05,19.08,1.15,12.67,27.95,141.88,12.75,0.72,Brown,32.9,37.85
Potato,Summer,37.1,Sandy,6.08,4.87,31.21,1.52,33.06,41.27,98.46,5.06,2.49,Gray,38.03,26.57
Pineapple,Autumn,97.1,Silty,6.36,3.12,17.75,1.29,81.5,42.51,103.05,21.21,4.46,Gray,44.86,48.93
Clove,Spring,73.3,Sandy,8.45,2.58,33.42,1.25,94.48,32.76,139.77,21.94,0.83,Black,31.6,36.13
Okra,Spring,22.3,Sandy,6.62,3.46,34.92,1.35,88.85,44.25,67.73,22.72,4.84,Brown,41.83,20.62
Lentils,Summer,47.5,Clayey,7.85,4.17,33.93,1.42,74.48,23.15,166.14,5.98,0.19,Red,40.5,37.2
Sugarcane,Autumn,44.7,Loamy,6.84,2.27,16.46,1.12,24.89,7.58,194.82,17.91,0.59,Gray,49.42,22.11
Passion Fruit,Spring,58.1,Clayey,8.09,0.65,30.83,1.55,43.18,34.82,123.62,15.34,0.97,Yellow,51.54,35.83
Oats,Spring,85.8,Clayey,7.61,3.69,26.16,1.58,14.52,39.4,133.98,24.18,2.4,Black,32.71,44.76
Ginger,Spring,62.5,Silty,5.57,4.8,39.58,1.31,67.59,8.28,107.7,23.07,1.57,Yellow,31.14,36.17
Pearl Millet,Winter,15.5,Silty,6.38,3.31,20.85,1.31,50.49,39.69,193.51,28.77,2.15,Red,53.28,31.2
Bell Pepper,Autumn,69.0,Sandy,7.17,1.35,33.14,1.54,61.57,33.76,69.94,27.44,4.71,Red,45.84,46.48
Fig,Spring,10.7,Silty,8.28,1.62,21.1,1.31,98.14,10.24,172.03,18.95,1.77,Red,46.04,47.83
Buckwheat,Winter,80.2,Sandy,5.81,4.59,21.91,1.53,46.2,29.3,147.56,29.51,4.26,Red,59.42,30.42
Vanilla,Autumn,70.0,Sandy,7.3,0.56,13.33,1.11,37.6,9.89,168.72,8.76,0.46,Brown,43.13,34.97
Cherry,Spring,37.8,Loamy,6.41,2.97,17.19,1.34,23.55,19.47,192.57,5.18,4.08,Yellow,35.89,49.49
Cashew,Summer,36.3,Loamy,8.17,1.21,14.93,1.58,22.92,41.18,124.42,7.7,4.52,Black,50.42,25.34
Taro,Winter,81.8,Clayey,7.8,1.77,14.78,1.23,56.67,9.54,93.25,13.88,1.5,Yellow,54.47,28.94
Fenugreek,Winter,80.5,Loamy,6.61,1.88,10.27,1.23,77.43,25.67,166.93,23.88,2.78,Brown,45.07,32.85
Broccoli,Spring,41.7,Sandy,6.0,1.49,33.81,1.42,60.8,32.26,176.69,14.58,1.02,Gray,50.75,23.03
Yam,Spring,36.9,Silty,5.53,4.07,24.04,1.56,88.6,47.32,152.94,24.52,0.55,Red,45.42,28.16
Basil,Winter,60.4,Loamy,7.36,1.99,34.13,1.2,38.43,38.18,177.35,23.57,3.87,Gray,42.22,36.34
Cabbage,Summer,10.8,Loamy,6.72,2.05,28.38,1.56,63.55,11.27,159.55,24.86,3.19,Red,31.03,26.85
Sesame,Summer,17.4,Loamy,6.44,2.54,34.94,1.43,69.51,48.6,193.62,9.68,3.79,Black,35.21,40.59
Date Palm,Autumn,21.4,Loamy,8.46,4.56,25.11,1.6,35.26,26.51,135.6,17.9,2.25,Red,44.39,30.43
Mango,Spring,26.7,Sandy,6.9,3.6,12.82,1.47,45.67,21.64,107.07,22.82,1.32,Red,41.9,22.69
Kale,Summer,56.1,Sandy,7.75,0.78,28.5,1.43,63.18,10.79,152.08,12.1,2.19,Gray,55.29,42.94
Potato,Autumn,99.3,Clayey,6.03,0.68,30.33,1.51,11.88,47.01,60.37,25.95,0.42,Gray,33.25,37.02
Buckwheat,Summer,68.7,Silty,5.54,3.05,28.8,1.19,89.79,31.38,124.76,24.48,1.49,Gray,31.5,44.75
Chickpea,Spring,15.5,Clayey,6.75,4.49,34.04,1.57,20.0,49.46,166.01,8.0,1.56,Brown,32.61,30.8
Yam,Autumn,57.3,Clayey,7.5,1.95,31.94,1.18,14.28,12.82,75.34,10.45,3.6,Red,50.34,20.58
Banana,Autumn,54.7,Loamy,7.02,1.61,22.98,1.11,29.35,29.56,110.06,10.93,0.36,Gray,47.83,21.4
Kiwi,Autumn,23.0,Silty,8.17,3.87,34.57,1.45,55.21,9.94,102.54,26.96,1.3,Brown,48.97,43.86
Groundnut,Summer,92.8,Loamy,6.8,3.21,30.75,1.19,39.58,28.59,100.25,9.67,1.46,Black,34.71,32.32
Chili,Spring,49.7,Sandy,6.43,3.04,13.61,1.48,49.61,45.04,147.59,20.55,2.8,Black,45.49,49.29
Chickpea,Autumn,99.5,Clayey,8.25,1.17,26.2,1.5,17.58,9.92,124.62,6.62,1.3,Red,53.03,44.91
Pistachio,Winter,47.8,Silty,6.72,1.29,31.86,1.22,30.98,17.13,169.6,18.81,0.75,Gray,50.52,20.48
Blueberry,Spring,64.7,Sandy,6.31,1.77,26.6,1.14,18.79,35.71,58.68,8.53,1.36,Red,43.16,46.1
Cabbage,Winter,19.4,Clayey,5.79,1.43,38.47,1.35,30.67,8.43,118.09,19.39,2.17,Red,33.11,26.39
Tea,Winter,50.9,Silty,7.88,4.87,13.04,1.55,73.3,25.43,52.1,14.19,2.67,Red,56.12,34.59
Cucumber,Autumn,31.5,Clayey,7.98,0.58,31.67,1.52,61.78,19.99,83.13,20.14,0.28,Brown,45.79,35.18
Lentils,Autumn,85.2,Silty,5.6,3.32,34.73,1.16,40.06,42.72,166.31,14.86,1.62,Red,56.69,21.79
Basil,Summer,80.6,Clayey,6.58,2.83,31.08,1.58,33.51,7.21,65.91,26.36,3.84,Black,43.16,23.77
Papaya,Summer,84.2,Loamy,7.75,1.95,21.57,1.23,99.78,43.85,65.84,23.92,3.03,Gray,37.11,32.69
Rosemary,Summer,75.1,Clayey,8.34,4.49,21.56,1.27,79.11,36.66,110.22,26.12,2.33,Yellow,39.22,39.28
Cabbage,Spring,84.9,Clayey,6.63,3.52,27.6,1.17,83.98,18.37,166.54,10.55,2.32,Yellow,42.54,27.93
Yam,Summer,28.1,Silty,8.12,4.99,21.91,1.29,12.37,13.9,145.7,8.72,1.91,Yellow,48.43,35.79
Quinoa,Winter,50.7,Silty,6.68,1.26,36.5,1.42,15.36,47.76,167.26,18.93,1.78,Gray,53.07,31.37
Corn,Summer,72.3,Loamy,6.04,0.9,13.3,1.35,74.14,29.93,57.43,26.82,2.06,Red,37.28,38.91
Celery,Autumn,67.4,Silty,5.51,1.13,29.17,1.51,27.26,20.51,134.56,7.77,4.36,Gray,35.63,32.73
Eggplant,Summer,74.5,Clayey,6.49,1.71,14.02,1.42,48.31,7.0,117.99,10.85,2.4,Gray,36.08,45.55
Papaya,Spring,30.2,Silty,6.64,2.38,26.2,1.23,26.57,12.46,184.4,23.65,3.38,Brown,58.03,49.51
Chili,Spring,18.9,Silty,8.34,4.38,31.47,1.38,25.94,31.92,160.6,16.63,4.06,Gray,34.92,47.39
Coconut,Winter,92.5,Silty,6.12,1.78,14.97,1.13,19.82,28.09,113.65,20.09,2.22,Brown,40.37,25.06
Mustard,Spring,60.4,Loamy,6.65,4.62,31.12,1.39,63.48,39.09,133.08,19.79,4.21,Black,44.58,33.72
Bell Pepper,Summer,23.8,Loamy,5.58,2.58,14.2,1.29,76.54,42.57,113.72,15.31,4.96,Brown,46.69,33.76
Asparagus,Autumn,81.4,Sandy,7.79,3.41,28.62,1.15,15.12,22.87,116.17,22.64,2.57,Yellow,55.74,45.21
Sorghum,Spring,92.3,Loamy,8.25,1.69,25.17,1.25,34.8,9.54,145.11,26.31,2.07,Brown,33.39,30.72
Bamboo,Winter,25.3,Loamy,6.21,1.2,18.94,1.55,69.25,40.62,82.48,27.69,4.05,Black,33.24,36.49
Coffee,Summer,83.6,Loamy,6.79,4.41,13.35,1.39,45.31,29.92,99.98,6.16,3.28,Gray,39.49,38.28
Mango,Winter,94.0,Clayey,5.87,0.99,32.08,1.55,73.42,49.09,91.87,18.84,3.1,Yellow,42.4,23.35
Date Palm,Spring,94.5,Sandy,6.87,3.98,21.45,1.31,78.33,40.84,170.12,6.01,4.44,Brown,41.21,36.74
Sesame,Spring,92.3,Clayey,5.9,3.11,12.6,1.59,12.91,19.81,191.29,27.52,3.28,Red,41.76,27.41
Blueberry,Winter,59.2,Loamy,7.07,4.38,33.18,1.28,44.28,24.28,112.15,15.73,3.24,Gray,55.54,26.2
Brussels Sprout,Summer,42.1,Loamy,7.7,3.73,16.99,1.48,75.62,15.6,61.57,27.51,1.11,Yellow,55.1,27.51
Mango,Spring,10.7,Sandy,7.16,1.77,32.09,1.25,44.06,28.04,64.03,9.69,3.47,Yellow,54.17,22.98
Sweet Potato,Autumn,15.5,Sandy,6.24,3.08,26.95,1.15,10.52,36.98,109.94,9.06,4.57,Brown,52.66,22.09
Lettuce,Spring,48.6,Silty,6.56,0.56,15.84,1.52,40.27,32.56,109.25,27.71,2.92,Gray,31.21,39.41
Bamboo,Summer,45.9,Loamy,7.42,2.64,12.29,1.48,88.54,20.39,71.92,28.46,4.53,Gray,34.48,48.23
Bamboo,Spring,26.6,Loamy,7.27,0.89,27.8,1.51,95.67,42.05,171.07,24.17,1.76,Red,51.97,40.64
Black Gram,Winter,45.6,Clayey,5.91,2.43,10.76,1.25,60.45,9.73,125.02,10.55,0.31,Red,47.85,29.36
Garlic,Spring,25.7,Silty,8.03,0.99,11.96,1.45,37.57,11.41,66.36,9.3,2.28,Yellow,50.22,30.05
Rosemary,Spring,86.4,Loamy,6.93,4.8,31.07,1.21,51.95,23.19,64.81,23.7,0.12,Yellow,51.51,36.24
Cocoa,Summer,36.8,Clayey,5.99,2.85,26.17,1.11,31.26,36.6,116.89,20.87,0.86,Black,57.34,45.99
Coffee,Winter,63.9,Sandy,5.87,4.61,19.79,1.53,25.13,36.24,67.53,26.8,1.03,Yellow,49.05,26.07
Pomegranate,Summer,55.3,Clayey,8.4,0.6,26.18,1.36,54.42,21.49,134.18,11.92,2.72,Red,38.27,34.06
Brussels Sprout,Spring,14.7,Loamy,6.34,3.37,27.75,1.59,76.3,36.35,107.75,12.38,4.75,Brown,32.49,34.97
Coconut,Autumn,94.8,Clayey,8.23,1.88,26.96,1.29,30.02,7.73,187.95,23.29,0.2,Black,42.96,47.94
Rye,Spring,57.5,Clayey,6.73,2.44,29.28,1.58,91.86,18.05,112.84,11.7,1.26,Yellow,51.3,36.08
Black Gram,Summer,39.3,Silty,6.66,4.43,38.21,1.41,25.14,36.22,142.16,16.56,4.85,Red,38.46,43.43
Buckwheat,Autumn,24.2,Silty,7.6,4.91,21.66,1.36,60.26,13.28,171.7,18.0,4.42,Black,33.6,22.63
Buckwheat,Summer,40.5,Sandy,5.53,1.61,19.03,1.25,79.87,14.57,95.43,21.73,4.19,Brown,59.96,29.81
Black Gram,Summer,11.8,Silty,6.51,4.77,11.15,1.51,29.2,8.91,126.78,13.61,0.55,Brown,42.57,38.34
Hemp,Winter,42.7,Clayey,6.41,3.6,14.41,1.51,36.68,21.4,68.14,26.46,3.26,Red,36.49,40.33
Pear,Autumn,57.8,Silty,8.1,4.78,13.19,1.31,14.63,42.12,114.92,15.06,1.1,Gray,34.94,46.56
Asparagus,Spring,88.5,Loamy,7.09,3.03,20.06,1.46,94.96,42.64,106.37,6.03,3.29,Red,55.88,37.71
Barley,Summer,71.9,Clayey,6.59,4.82,28.3,1.32,53.83,43.81,114.23,6.68,2.19,Red,54.59,28.69
Rice,Spring,20.0,Clayey,6.3,4.52,11.39,1.47,15.79,6.65,66.11,29.29,3.21,Red,48.4,36.17
Cauliflower,Winter,23.3,Clayey,7.27,1.08,31.83,1.6,84.71,49.71,109.76,20.55,2.2,Gray,46.42,41.35
Basil,Winter,48.5,Loamy,5.96,1.9,21.92,1.23,61.24,27.62,180.54,17.27,4.55,Yellow,58.54,43.53
Flax,Autumn,27.6,Clayey,6.24,1.59,38.91,1.42,14.98,44.27,190.56,26.74,0.22,Yellow,36.85,48.34
Pear,Winter,12.5,Silty,6.38,3.07,27.05,1.29,50.58,45.73,86.26,22.92,1.04,Brown,42.46,25.72
Black Gram,Winter,82.5,Loamy,7.32,4.11,33.14,1.37,49.1,28.15,95.08,9.53,4.18,Yellow,30.74,39.83
Oats,Spring,11.8,Clayey,6.62,3.92,35.84,1.54,23.15,7.3,51.43,5.18,3.71,Red,42.56,26.01
Black Pepper,Winter,84.8,Silty,7.02,3.77,36.67,1.27,47.83,31.89,67.34,29.55,1.01,Yellow,41.53,29.54
Pomegranate,Winter,23.0,Silty,7.45,2.19,25.55,1.14,35.45,20.03,101.77,20.73,0.7,Gray,58.48,24.28
Brussels Sprout,Summer,97.7,Sandy,8.37,1.13,21.9,1.5,72.99,14.3,152.77,16.93,1.63,Yellow,40.75,43.19
Avocado,Winter,64.3,Silty,7.79,1.45,26.82,1.38,10.49,13.21,93.83,28.62,2.46,Red,55.04,47.42
Chili,Summer,76.1,Silty,6.72,3.84,22.06,1.32,19.57,30.17,61.31,14.23,0.33,Yellow,53.0,20.9
Strawberry,Winter,19.9,Sandy,7.74,1.16,17.22,1.19,92.68,9.7,159.63,23.06,4.24,Brown,34.42,44.41
Guava,Winter,87.6,Sandy,8.35,1.5,19.72,1.15,49.0,41.97,120.01,21.75,2.65,Yellow,58.88,27.25
Coriander,Autumn,85.5,Loamy,7.0,2.41,16.98,1.24,25.86,15.23,127.88,21.93,4.61,Brown,48.93,34.61
Thyme,Autumn,68.8,Silty,6.73,0.82,18.08,1.46,81.39,29.72,98.9,21.93,1.7,Black,47.9,42.45
Sugarcane,Summer,55.2,Loamy,5.73,1.46,12.81,1.31,86.64,10.65,141.96,5.26,0.34,Gray,30.35,35.21
Green Gram,Winter,74.9,Loamy,8.18,1.17,22.79,1.39,29.01,43.68,183.62,25.61,4.37,Brown,50.98,26.94
Tobacco,Spring,10.5,Clayey,6.24,4.78,17.06,1.14,74.22,36.14,133.06,28.07,0.83,Black,31.67,47.18
Rubber,Autumn,63.3,Loamy,5.69,1.36,23.45,1.16,65.36,14.29,138.13,16.23,1.74,Black,35.56,37.81
Coconut,Spring,86.3,Loamy,7.11,4.38,33.77,1.11,77.06,37.21,106.03,19.01,2.38,Red,32.96,47.94
Tobacco,Autumn,42.1,Loamy,8.04,1.02,23.45,1.44,80.91,8.73,62.39,13.12,2.51,Black,41.35,45.4
Banana,Autumn,19.7,Loamy,6.72,4.41,38.64,1.23,69.48,39.75,114.28,24.63,0.22,Gray,53.87,46.3
Potato,Winter,47.9,Sandy,7.85,3.2,14.44,1.58,96.06,27.07,188.7,23.42,2.68,Gray,51.22,30.85
Cabbage,Autumn,75.4,Silty,8.01,4.32,35.51,1.25,87.78,10.41,152.03,23.46,0.48,Gray,33.2,49.62
Groundnut,Spring,19.7,Clayey,6.86,4.4,17.45,1.28,30.61,29.77,123.53,23.37,1.7,Gray,53.95,45.57
Cucumber,Autumn,28.5,Sandy,7.27,3.18,38.02,1.33,92.22,14.04,143.13,10.46,4.88,Red,43.83,30.13
Sesame,Summer,23.3,Clayey,7.1,4.63,16.81,1.26,42.36,35.27,133.78,7.81,1.47,Yellow,30.98,46.89
Brussels Sprout,Winter,81.7,Clayey,8.32,3.13,32.41,1.51,75.39,36.89,186.86,12.77,4.08,Brown,36.71,42.66
Chickpea,Winter,15.7,Sandy,7.68,3.71,11.86,1.54,86.32,39.24,83.58,19.38,2.6,Red,53.56,41.75
Asparagus,Summer,71.8,Loamy,8.28,2.37,28.89,1.11,49.27,45.27,183.3,14.99,1.09,Red,52.0,20.19
